1.788628473430318611e+00,4.365098505119894279e-01
9.649746807200862420e-02,-1.863492703364490799e+00
-2.773882025143990515e-01,-3.547589792689867516e-01
-8.274148148245977219e-02,-6.270006768238473027e-01
-4.381816897592823862e-02,-4.772180303595026651e-01
-1.313864753362682158e+00,8.846223804995846374e-01
8.813180422075298504e-01,1.709573063652948477e+00
5.003364217686021020e-02,-4.046774146008908501e-01
-5.453599476195304385e-01,-1.546477315582968304e+00
9.823674342581600882e-01,-1.101067630111475681e+00
-1.185046527020172880e+00,-2.056498994225410826e-01
1.486148355074590199e+00,2.367162672269123302e-01
-1.023785139926468135e+00,-7.129932001120493634e-01
6.252449661628293187e-01,-1.605133631869239130e-01
-7.688363503192300330e-01,-2.300307222779390537e-01
7.450562664053708151e-01,1.976110783126302506e+00
-1.244123328955937025e+00,-6.264169111883691743e-01
-8.037660945765764398e-01,-2.419083173178669721e+00
-9.237920216957885566e-01,-1.023875760842837712e+00
1.123977958957468326e+00,-1.319142328009008935e-01
5.684393664954842329e+00,1.963308105845368523e+00
5.564204223836115126e+00,2.540581434477976241e+00
5.425587895797064242e+00,2.849735532002606320e+00
4.738400160889911561e+00,2.700997691899069686e+00
6.369120765621461899e+00,3.261277544799172645e+00
6.416622794645710393e+00,3.394573951981543658e+00
6.606300610674484375e+00,2.275728282121915136e+00
6.285445748206805128e+00,1.904433859851041078e+00
5.561086492674605530e+00,1.877642602619190804e+00
6.386602800801341573e+00,3.501747534043341048e+00
5.763821705099089421e+00,3.722201140025065413e+00
5.525165289522357526e+00,2.910187057004609112e+00
5.939001896059455277e+00,2.302780987353835407e+00
6.081502350318255701e+00,3.804367854522344938e+00
5.350063607374170971e+00,3.284547847242504925e+00
5.785275618728570990e+00,3.719692275968969231e+00
6.104423218478479463e+00,3.172986824253628768e+00
6.184110684976073635e+00,2.959421977685015026e+00
5.164647293357877089e+00,3.530710078194501556e+00
5.177194538402206447e+00,2.954160220525048341e+00
1.993254570987795127e+00,7.840637382479029860e+00
1.908670728900416336e+00,6.812367530401734150e+00
4.628540880396752044e-01,6.770775988041903837e+00
1.625183594693093703e+00,6.998487555433971607e+00
1.440724873822422980e+00,7.445343856384808667e+00
1.633368753689678599e+00,7.201969072387904625e+00
2.260258763848784547e+00,6.828977654998268143e+00
1.770619926676255895e+00,8.335770910356668395e+00
2.357865825241291624e+00,6.609927923367316716e+00
1.880852494843245459e+00,7.538938998475507525e+00
2.537458486162609272e+00,7.331189436668704040e+00
1.655431891758479157e+00,6.891432917481543186e+00
2.243253956427985862e+00,7.413226426340261632e+00
1.662399001536956522e+00,7.162160406110352540e+00
1.712623956370957323e+00,7.619025068447933258e+00
1.575742625279098252e+00,7.499903476962516358e+00
2.346482439178385171e+00,7.499820902382364096e+00
1.503603038600138886e+00,7.929192467639327724e+00
1.581616624265455240e+00,7.469913776548246176e+00
1.544055567137295082e+00,6.384641114007661322e+00
8.884995522566081050e+00,1.680919668058842298e+00
8.733399909163200192e+00,1.675436334332851773e+00
8.447914945289928923e+00,1.168669666982050881e+00
8.688075340132213498e+00,2.492040490344713088e+00
9.179527660068833583e+00,1.277406208662648313e+00
9.051476991866881150e+00,1.298219755489824934e+00
8.543489995874017140e+00,1.967044089843767996e+00
8.509488066865353417e+00,6.995847686191324355e-01
8.318873039156006399e+00,1.581609688812433134e+00
8.836124300001220178e+00,2.158210344790699953e+00
8.414107490684461510e+00,1.903134953621482772e+00
8.985103764368062684e+00,1.462895199603679197e+00
9.190042340534157361e+00,1.783461537168328448e+00
8.340966145974732626e+00,2.073244050602827127e+00
8.161669429495104211e+00,1.567209802256594786e+00
8.773342470437787810e+00,1.749719946141358617e+00
8.409403649243914813e+00,1.519930392935384900e+00
8.701810375935211894e+00,2.035946269258255725e+00
8.374163042831474613e+00,1.573774850287147364e+00
8.641500147107160856e+00,8.883787668766889301e-01
4.234499274724194073e+00,6.537432631842053254e+00
4.442535560608322776e+00,6.018554138432703482e+00
5.409244357665957459e+00,5.508903141029544592e+00
4.762383282491773784e+00,5.562984020522296902e+00
4.913147805309047378e+00,5.021888567182764440e+00
4.360009998131513242e+00,5.762725931325261897e+00
5.497304368861802182e+00,6.148991241132117480e+00
5.842537024789723255e+00,6.180145288452285612e+00
4.722263813908117669e+00,5.771697449611053798e+00
3.962631533295425612e+00,5.352731597310606659e+00
4.467648670782581988e+00,5.968415864902905987e+00
5.301743208889503123e+00,5.552932442975492933e+00
4.683577500344860312e+00,5.059841241012034807e+00
4.913947281241644482e+00,5.957203165990985205e+00
5.200718789511146412e+00,5.441764630693841198e+00
5.972073150089849847e+00,6.430648320403211216e+00
4.930209510834262510e+00,5.569525262750593342e+00
4.817035963638482521e+00,5.908684338244069245e+00
4.968514452406094684e+00,6.074883546121727207e+00
5.362310889030418082e+00,6.516240574197032842e+00
